"#name","#img","School","City","Country","Description","Forest Health","Insect Damage","Insects Identified","RecentFire","Year of Last Fire","Coniferous Trees","Deciduous Trees","Bushes Present","Tall Grass Present","Deadwood on the floor","Standing Deadwood","Lichens","Lichen Branches","New Trees","Old Trees","Protected Area","Managed Forest?","Evidence of Logging","Average Precipitation this Year","Average Temperature this Year","River, Lake or Spring Nearby?","Distance to Major Road","Distance to Settlement","Date#date","Latitude#number","Longitude#number","#href","See it in GFW#link#hidden"
"Photo 145","default","Francis W. Parker School","Chicago, IL","USA","A small tree, around 13-15 feet tall with pink/red flowering blossoms on the upper half of the tree. It's branches are fairly thin, and there aren't as many flowers on the up 1/8-1/4 of the tree.","Fair","No","","No","","Below 25%","Above 75%","Yes","No","Virtually absent","Small amount","No","No","Above 75%","Below 25%","No","Yes","No","Normal","Warmer","Yes","0-1km","0-1km","4/27/2016","41.922788","-87.636148","http://www.globalforestwatch.org/map/13/41.922788/-87.636148/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.636148/http://www.globalforestwatch.org/map/13/41.922788/-87.636148/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 146","default","Francis W. Parker School","Chicago, IL","USA","It's basically a bunch of tress in the city.","Fair","I don't know","","No","","Below 25%","Above 75%","Yes","No","Virtually absent","Small amount","Yes","No","25-50%","25-50%","No","Yes","No","Normal","Warmer","Yes","0-1km","0-1km","4/27/2016","41.923395","-87.636105","http://www.globalforestwatch.org/map/13/41.923395/-87.636105/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.636105/http://www.globalforestwatch.org/map/13/41.923395/-87.636105/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 147","default","Francis W. Parker School","Chicago, IL","USA","A large tree near a street and park. It had a very small lichen on its branch.","Excellent","No","","No","","Below 25%","Above 75%","Yes","No","Virtually absent","Absent","No","No","Above 75%","Below 25%","No","Yes","No","Wetter","Warmer","Yes","0-1km","0-1km","4/27/2016","41.922493","-87.636169","http://www.globalforestwatch.org/map/13/41.922493/-87.636169/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.636169/http://www.globalforestwatch.org/map/13/41.922493/-87.636169/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 148","default","Francis W. Parker School","Chicago, IL","USA","There are many big trees, mostly smaller bush like growths and flowers. There is a lot a lot of grass","Fair","I don't know","","No","","Below 25%","Above 75%","Yes","No","Virtually absent","Absent","No","No","50-75%","Below 25%","Yes","Yes","No","Normal","Warmer","Yes","0-1km","0-1km","4/27/2016","41.923714","-87.63618","http://www.globalforestwatch.org/map/13/41.923714/-87.636180/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.636180/http://www.globalforestwatch.org/map/13/41.923714/-87.636180/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 149","default","Francis W. Parker School","Chicago, IL","USA","It's a nice spring day in the tree area of Lincoln park.","Fair","I don't know","","No","","Below 25%","Above 75%","Yes","No","Virtually absent","Small amount","Yes","No","25-50%","25-50%","Yes","Yes","No","I don't know","Warmer","Yes","0-1km","0-1km","4/27/2016","41.923163","-87.636062","http://www.globalforestwatch.org/map/13/41.923163/-87.636062/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.636062/http://www.globalforestwatch.org/map/13/41.923163/-87.636062/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 150","default","Francis W. Parker School","Chicago, IL","USA","green grass,around  70 young- middle age tress in the area, one or two dead ones","Fair","I don't know","","No","","Below 25%","Above 75%","Yes","No","Virtually absent","Small amount","No","No","50-75%","Below 25%","No","No","No","I don't know","I don't know","Yes","0-1km","0-1km","4/27/2016","41.922716","-87.636191","http://www.globalforestwatch.org/map/13/41.922716/-87.636191/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.636191/http://www.globalforestwatch.org/map/13/41.922716/-87.636191/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 151","default","Francis W. Parker School","Chicago, IL","USA","green grass, 70 or so young-middle age trees, little damage","Fair","I don't know","","No","","Below 25%","Above 75%","Yes","No","Virtually absent","Small amount","No","No","50-75%","Below 25%","No","No","No","I don't know","I don't know","Yes","0-1km","0-1km","4/27/2016","41.922437","-87.634994","http://www.globalforestwatch.org/map/13/41.922437/-87.634994/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-87.634994/http://www.globalforestwatch.org/map/13/41.922437/-87.634994/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 156","default","Indianola HS","Indianola, IA","USA","Many Blooming trees and lots of small plants on the forest floor.","Excellent","I don't know","","No","","Below 25%","Above 75%","No","No","Small amount","Small amount","No","No","50-75%","25-50%","No","Yes","No","Normal","Normal","Yes","0-1km","more than 10 km","5/3/2016","41.280879","-93.594718","http://www.globalforestwatch.org/map/13/41.280879/-93.594718/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-93.594718/http://www.globalforestwatch.org/map/13/41.280879/-93.594718/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 157","default","Indianola HS","Indianola, IA","USA","There were several fallen trees and a lot of different plants covering the ground.","Fair","No","","No","","Below 25%","Above 75%","No","No","Small amount","Small amount","No","No","Below 25%","Below 25%","No","Yes","No","Normal","Normal","Yes","0-1km","more than 10 km","5/3/2016","41.291667","-93.586944","http://www.globalforestwatch.org/map/13/41.291667/-93.586944/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-93.586944/http://www.globalforestwatch.org/map/13/41.291667/-93.586944/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 158","default","Indianola HS","Indianola, IA","USA","Healthy trees.","Excellent","I don't know","","I don't know","","Below 25%","Above 75%","No","No","Virtually absent","Large amount","I don't know","No","50-75%","25-50%","No","Yes","No","Normal","Normal","Yes","0-1km","more than 10 km","5/3/2016","41.288424","-93.594493","http://www.globalforestwatch.org/map/13/41.288424/-93.594493/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-93.594493/http://www.globalforestwatch.org/map/13/41.288424/-93.594493/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 159","default","Indianola HS","Indianola, IA","USA","Very thick with lots of deciduous trees, with no coniferous trees. A few bushes can be spotted, but the floor is covered with fallen trees that look healthy.. The trail is cleared, however. Probably due to either storm damage, or a recent fire.","Fair","No","","I don't know","","Below 25%","Above 75%","Yes","No","Large amount","Small amount","No","No","Above 75%","Below 25%","Yes","Yes","No","Normal","Normal","Yes","0-1km","more than 10 km","5/3/2016","41.286901","-93.594418","http://www.globalforestwatch.org/map/13/41.286901/-93.594418/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-93.594418/http://www.globalforestwatch.org/map/13/41.286901/-93.594418/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 160","default","Indianola HS","Indianola, IA","USA","A mixture of both old and new trees along with countless plants along the ground. Many flowers and weeds. Wet area with few bugs.","Fair","No","","Yes","2015","Below 25%","Above 75%","I don't know","Yes","Large amount","Small amount","Yes","No","50-75%","25-50%","No","Yes","No","Normal","Normal","Yes","1-2km","more than 10 km","5/3/2016","41.295289","-93.596933","http://www.globalforestwatch.org/map/13/41.295289/-93.596933/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-93.596933/http://www.globalforestwatch.org/map/13/41.295289/-93.596933/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 161","default","Indianola HS","Indianola, IA","USA","There were flowers surrounding the trees. Lots of smaller trunks which means newer trees. Different kinds of weeds/plants. lots of green, healthy leaves, lots of two trees growing out of one stump!","Fair","No","","No","","Below 25%","Above 75%","No","No","Large amount","Small amount","No","No","50-75%","Below 25%","No","Yes","Yes","Normal","Normal","Yes","0-1km","more than 10 km","5/3/2016","41.279725","-93.593334","http://www.globalforestwatch.org/map/13/41.279725/-93.593334/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-93.593334/http://www.globalforestwatch.org/map/13/41.279725/-93.593334/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 162","default","Indianola HS","Indianola, IA","USA","Lots of green plants on the ground, lots of sticks and branches on the ground. The bushes and trees and ground are all wet.","Fair","No","","No","","Below 25%","Above 75%","Yes","No","Small amount","Small amount","No","No","50-75%","25-50%","No","Yes","No","Normal","Normal","Yes","0-1km","0-1km","5/3/2016","41.295397","-93.597057","http://www.globalforestwatch.org/map/13/41.295397/-93.597057/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-93.597057/http://www.globalforestwatch.org/map/13/41.295397/-93.597057/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 163","default","Indianola HS","Indianola, IA","USA","Large amounts of deciduous trees. Not all of their leaves have come back yet. Surrounded by green bushes.","Fair","I don't know","","No","","Below 25%","Above 75%","Yes","Yes","Virtually absent","I don't know","No","No","Above 75%","Below 25%","No","Yes","No","Normal","Normal","Yes","1-2km","0-1km","5/3/2016","41.294898","-93.597443","http://www.globalforestwatch.org/map/13/41.294898/-93.597443/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-93.597443/http://www.globalforestwatch.org/map/13/41.294898/-93.597443/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 164","default","Indianola HS","Indianola, IA","USA","There are lots of tall and medium width trees. The ground was covered in dead branches and fallen down trees. There were several trees that had barely any branches coming off of the tree trunk itself. The plants surrounding the trees and covering the ground are bright green and they are flourishing. There are some bird nests and insect damage, but not a lot. Many of the trees had holes in the very bottom of their trunks as well.","Fair","I don't know","","No","","Below 25%","Above 75%","No","No","Large amount","Small amount","Yes","No","25-50%","50-75%","No","Yes","No","Normal","Normal","Yes","0-1km","more than 10 km","5/3/2016","41.291544","-93.586478","http://www.globalforestwatch.org/map/13/41.291544/-93.586478/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-93.586478/http://www.globalforestwatch.org/map/13/41.291544/-93.586478/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 165","default","Indianola HS","Indianola, IA","USA","Lot of trees they are just budding but some have leaves. There is dead trees but not much there is more dead on the ground then standing.","Fair","No","","No","","Below 25%","Above 75%","Yes","Yes","Small amount","Small amount","No","No","Below 25%","25-50%","No","Yes","No","Normal","Normal","Yes","1-2km","0-1km","5/3/2016","41.29541","-93.596695","http://www.globalforestwatch.org/map/13/41.295410/-93.596695/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-93.596695/http://www.globalforestwatch.org/map/13/41.295410/-93.596695/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 166","default","Indianola HS","Indianola, IA","USA","Fallen dead trees blocking the path\nTree in picture was one of the only ones with leaves\nVery close to the lake\nSmall patches of grass around it","Fair","No","","No","","Below 25%","Above 75%","No","No","Large amount","Small amount","No","No","25-50%","50-75%","No","Yes","No","Normal","Normal","Yes","0-1km","more than 10 km","5/3/2016","41.284692","-93.594439","http://www.globalforestwatch.org/map/13/41.284692/-93.594439/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/-93.594439/http://www.globalforestwatch.org/map/13/41.284692/-93.594439/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
